"","id","firstname","surname","born","died","bornCountry","bornCountryCode","bornCity","diedCountry","diedCountryCode","diedCity","gender","year","category","overallMotivation","share","motivation","name","city","country"
"416",395,"Ulf","von Euler","1905-02-07","1983-03-09","Sweden","SE","Stockholm","Sweden","SE","Stockholm","male",1970,"medicine","",3,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""","Karolinska Institutet","Stockholm","Sweden"
"417",396,"Julius","Axelrod","1912-05-30","2004-12-29","USA","US","New York, NY","USA","US","Rockville, MD","male",1970,"medicine","",3,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""","National Institutes of Health","Bethesda, MD","USA"
"418",397,"Earl W.","Sutherland, Jr.","1915-11-19","1974-03-09","USA","US","Burlingame, KS","USA","US","Miami, FL","male",1971,"medicine","",1,"""for his discoveries concerning the mechanisms of the action of hormones""","Vanderbilt University","Nashville, TN","USA"
"419",398,"Gerald M.","Edelman","1929-07-01","0000-00-00","USA","US","New York, NY","","","","male",1972,"medicine","",2,"""for their discoveries concerning the chemical structure of antibodies""","Rockefeller University","New York, NY","USA"
"420",399,"Rodney R.","Porter","1917-10-08","1985-09-06","United Kingdom","UK","Newton-le-Willows","United Kingdom","UK","Winchester","male",1972,"medicine","",2,"""for their discoveries concerning the chemical structure of antibodies""","University of Oxford","Oxford","United Kingdom"
"421",400,"Karl","von Frisch","1886-11-20","1982-06-12","Austria","AT","Vienna","West Germany (now Germany)","","Munich","male",1973,"medicine","",3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""","Zoologisches Institut der Universität München","Munich","Federal Republic of Germany"
"422",401,"Konrad","Lorenz","1903-11-07","1989-02-27","Austria","AT","Vienna","Austria","AT","Vienna","male",1973,"medicine","",3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""","Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie","Altenberg; Grünau im Almtal","Austria"
"423",402,"Nikolaas","Tinbergen","1907-04-15","1988-12-21","the Netherlands","NL","the Hague","United Kingdom","UK","Oxford","male",1973,"medicine","",3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""","University of Oxford","Oxford","United Kingdom"
"424",403,"Albert","Claude","1898-08-24","1983-05-22","Belgium","BE","Longlier","Belgium","BE","Brussels","male",1974,"medicine","",3,"""for their discoveries concerning the structural and functional organization of the cell""","Université Catholique de Louvain","Louvain","Belgium"
"425",404,"Christian","de Duve","1917-10-02","2013-05-04","United Kingdom","UK","Thames Ditton","Belgium","BE","Nethen","male",1974,"medicine","",3,"""for their discoveries concerning the structural and functional organization of the cell""","Rockefeller University","New York, NY","USA"
"426",404,"Christian","de Duve","1917-10-02","2013-05-04","United Kingdom","UK","Thames Ditton","Belgium","BE","Nethen","male",1974,"medicine","",3,"""for their discoveries concerning the structural and functional organization of the cell""","Université Catholique de Louvain","Louvain","Belgium"
"427",405,"George E.","Palade","1912-11-19","2008-10-07","Romania","RO","Iasi","USA","US","Del Mar, CA","male",1974,"medicine","",3,"""for their discoveries concerning the structural and functional organization of the cell""","Yale University, School of Medicine","New Haven, CT","USA"
"428",406,"David","Baltimore","1938-03-07","0000-00-00","USA","US","New York, NY","","","","male",1975,"medicine","",3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA"
"429",407,"Renato","Dulbecco","1914-02-22","2012-02-19","Italy","IT","Catanzaro","USA","US","La Jolla, CA","male",1975,"medicine","",3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""","Imperial Cancer Research Fund Laboratory","London","United Kingdom"
"430",408,"Howard Martin","Temin","1934-12-10","1994-02-09","USA","US","Philadelphia, PA","USA","US","Madison, WI","male",1975,"medicine","",3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""","University of Wisconsin","Madison, WI","USA"
"431",409,"Baruch S.","Blumberg","1925-07-28","2011-04-05","USA","US","New York, NY","USA","US","Moffett Field, CA","male",1976,"medicine","",2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""","The Institute for Cancer Research","Philadelphia, PA","USA"
"432",410,"D. Carleton","Gajdusek","1923-09-09","2008-12-12","USA","US","Yonkers, NY","Norway","NO","Tromsø","male",1976,"medicine","",2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""","National Institutes of Health","Bethesda, MD","USA"
"433",411,"Roger","Guillemin","1924-01-11","0000-00-00","France","FR","Dijon","","","","male",1977,"medicine","",4,"""for their discoveries concerning the peptide hormone production of the brain""","The Salk Institute","San Diego, CA","USA"
"434",412,"Andrew V.","Schally","1926-11-30","0000-00-00","Poland (now Lithuania)","LT","Wilno (now Vilnius)","","","","male",1977,"medicine","",4,"""for their discoveries concerning the peptide hormone production of the brain""","Veterans Administration Hospital","New Orleans, LA","USA"
"435",413,"Rosalyn","Yalow","1921-07-19","2011-05-30","USA","US","New York, NY","USA","US","New York, NY","female",1977,"medicine","",2,"""for the development of radioimmunoassays of peptide hormones""","Veterans Administration Hospital","Bronx, NY","USA"
"436",414,"Werner","Arber","1929-06-03","0000-00-00","Switzerland","CH","Gränichen","","","","male",1978,"medicine","",3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""","Biozentrum der Universität","Basel","Switzerland"
"437",415,"Daniel","Nathans","1928-10-30","1999-11-16","USA","US","Wilmington, DE","USA","US","Baltimore, MD","male",1978,"medicine","",3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""","Johns Hopkins University School of Medicine","Baltimore, MD","USA"
"438",416,"Hamilton O.","Smith","1931-08-23","0000-00-00","USA","US","New York, NY","","","","male",1978,"medicine","",3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""","Johns Hopkins University School of Medicine","Baltimore, MD","USA"
"439",417,"Allan M.","Cormack","1924-02-23","1998-05-07","South Africa","ZA","Johannesburg","USA","US","Winchester, MA","male",1979,"medicine","",2,"""for the development of computer assisted tomography""","Tufts University","Medford, MA","USA"
"440",418,"Godfrey N.","Hounsfield","1919-08-28","2004-08-12","United Kingdom","UK","Newark","United Kingdom","UK","Kingston upon Thames","male",1979,"medicine","",2,"""for the development of computer assisted tomography""","Central Research Laboratories, EMI","London","United Kingdom"
"441",419,"Baruj","Benacerraf","1920-10-29","2011-08-02","Venezuela","VE","Caracas","USA","US","Boston, MA","male",1980,"medicine","",3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""","Harvard Medical School","Boston, MA","USA"
"442",420,"Jean","Dausset","1916-10-19","2009-06-06","France","FR","Toulouse","Spain","ES","Palma, Majorca","male",1980,"medicine","",3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""","Université de Paris, Laboratoire Immuno-Hématologie","Paris","France"
"443",421,"George D.","Snell","1903-12-19","1996-06-06","USA","US","Bradford, MA","USA","US","Bar Harbor, ME","male",1980,"medicine","",3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""","Jackson Laboratory","Bar Harbor, ME","USA"
"444",422,"Roger W.","Sperry","1913-08-20","1994-04-17","USA","US","Hartford, CT","USA","US","Pasadena, CA","male",1981,"medicine","",2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""","California Institute of Technology (Caltech)","Pasadena, CA","USA"
"445",423,"David H.","Hubel","1926-02-27","2013-09-22","Canada","CA","Windsor, ON","USA","US","Lincoln, MA","male",1981,"medicine","",4,"""for their discoveries concerning information processing in the visual system""","Harvard Medical School","Boston, MA","USA"
"446",424,"Torsten N.","Wiesel","1924-06-03","0000-00-00","Sweden","SE","Uppsala","","","","male",1981,"medicine","",4,"""for their discoveries concerning information processing in the visual system""","Harvard Medical School","Boston, MA","USA"
"447",425,"Sune K.","Bergström","1916-01-10","2004-08-15","Sweden","SE","Stockholm","Sweden","SE","Stockholm","male",1982,"medicine","",3,"""for their discoveries concerning prostaglandins and related biologically active substances""","Karolinska Institutet","Stockholm","Sweden"
"448",426,"Bengt I.","Samuelsson","1934-05-21","0000-00-00","Sweden","SE","Halmstad","","","","male",1982,"medicine","",3,"""for their discoveries concerning prostaglandins and related biologically active substances""","Karolinska Institutet","Stockholm","Sweden"
"449",427,"John R.","Vane","1927-03-29","2004-11-19","United Kingdom","UK","Tardebigg","United Kingdom","UK","Farnborough","male",1982,"medicine","",3,"""for their discoveries concerning prostaglandins and related biologically active substances""","The Wellcome Research Laboratories","Beckenham","United Kingdom"
"450",428,"Barbara","McClintock","1902-06-16","1992-09-02","USA","US","Hartford, CT","USA","US","Huntington, NY","female",1983,"medicine","",1,"""for her discovery of mobile genetic elements""","Cold Spring Harbor Laboratory","Cold Spring Harbor, NY","USA"
"451",429,"Niels K.","Jerne","1911-12-23","1994-10-07","United Kingdom","UK","London","France","FR","Castillon-du-Gard","male",1984,"medicine","",3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","Basel Institute for Immunology","Basel","Switzerland"
"452",430,"Georges J.F.","Köhler","1946-04-17","1995-03-01","Germany","DE","Munich","Germany","DE","Freiburg im Breisgau","male",1984,"medicine","",3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","Basel Institute for Immunology","Basel","Switzerland"
"453",431,"César","Milstein","1927-10-08","2002-03-24","Argentina","AR","Bahia Blanca","United Kingdom","UK","Cambridge","male",1984,"medicine","",3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom"
"454",432,"Michael S.","Brown","1941-04-13","0000-00-00","USA","US","New York, NY","","","","male",1985,"medicine","",2,"""for their discoveries concerning the regulation of cholesterol metabolism""","University of Texas Southwestern Medical Center at Dallas","Dallas, TX","USA"
"455",433,"Joseph L.","Goldstein","1940-04-18","0000-00-00","USA","US","Sumter, SC","","","","male",1985,"medicine","",2,"""for their discoveries concerning the regulation of cholesterol metabolism""","University of Texas Southwestern Medical Center at Dallas","Dallas, TX","USA"
"456",434,"Stanley","Cohen","1922-11-17","0000-00-00","USA","US","Brooklyn, NY","","","","male",1986,"medicine","",2,"""for their discoveries of growth factors""","Vanderbilt University School of Medicine","Nashville, TN","USA"
"457",435,"Rita","Levi-Montalcini","1909-04-22","2012-12-30","Italy","IT","Turin","Italy","IT","Rome","female",1986,"medicine","",2,"""for their discoveries of growth factors""","Institute of Cell Biology of the C.N.R","Rome","Italy"
"458",436,"Susumu","Tonegawa","1939-09-06","0000-00-00","Japan","JP","Nagoya","","","","male",1987,"medicine","",1,"""for his discovery of the genetic principle for generation of antibody diversity""","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA"
"459",437,"Sir James W.","Black","1924-06-14","2010-03-21","Scotland","GB","Uddingston","","","","male",1988,"medicine","",3,"""for their discoveries of important principles for drug treatment""","London University, King's College Hospital Medical School","London","United Kingdom"
"460",438,"Gertrude B.","Elion","1918-01-23","1999-02-21","USA","US","New York, NY","USA","US","Chapel Hill, NC","female",1988,"medicine","",3,"""for their discoveries of important principles for drug treatment""","Wellcome Research Laboratories","Research Triangle Park, NC","USA"
"461",439,"George H.","Hitchings","1905-04-18","1998-02-27","USA","US","Hoquiam, WA","USA","US","Chapel Hill, NC","male",1988,"medicine","",3,"""for their discoveries of important principles for drug treatment""","Wellcome Research Laboratories","Research Triangle Park, NC","USA"
"462",440,"J. Michael","Bishop","1936-02-22","0000-00-00","USA","US","York, PA","","","","male",1989,"medicine","",2,"""for their discovery of the cellular origin of retroviral oncogenes""","University of California School of Medicine","San Francisco, CA","USA"
"463",441,"Harold E.","Varmus","1939-12-18","0000-00-00","USA","US","Oceanside, NY","","","","male",1989,"medicine","",2,"""for their discovery of the cellular origin of retroviral oncogenes""","University of California School of Medicine","San Francisco, CA","USA"
"464",442,"Joseph E.","Murray","1919-04-01","2012-11-26","USA","US","Milford, MA","USA","US","Boston, MA","male",1990,"medicine","",2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""","Brigham and Women's Hospital","Boston, MA","USA"
"465",443,"E. Donnall","Thomas","1920-03-15","2012-10-20","USA","US","Mart, TX","USA","US","Seattle, WA","male",1990,"medicine","",2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""","Fred Hutchinson Cancer Research Center","Seattle, WA","USA"
"466",444,"Erwin","Neher","1944-03-20","0000-00-00","Germany","DE","Landsberg","","","","male",1991,"medicine","",2,"""for their discoveries concerning the function of single ion channels in cells""","Max-Planck-Institut für Biophysikalische Chemie","Goettingen","Federal Republic of Germany"
"467",445,"Bert","Sakmann","1942-06-12","0000-00-00","Germany","DE","Stuttgart","","","","male",1991,"medicine","",2,"""for their discoveries concerning the function of single ion channels in cells""","Max-Planck-Institut für medizinische Forschung","Heidelberg","Federal Republic of Germany"
"468",446,"Edmond H.","Fischer","1920-04-06","0000-00-00","China","CN","Shanghai","","","","male",1992,"medicine","",2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""","University of Washington","Seattle, WA","USA"
"469",447,"Edwin G.","Krebs","1918-06-06","2009-12-21","USA","US","Lansing, IA","USA","US","Seattle, WA","male",1992,"medicine","",2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""","University of Washington","Seattle, WA","USA"
"470",448,"Richard J.","Roberts","1943-09-06","0000-00-00","United Kingdom","UK","Derby","","","","male",1993,"medicine","",2,"""for their discoveries of split genes""","New England Biolabs","Beverly, MA","USA"
"471",449,"Phillip A.","Sharp","1944-06-06","0000-00-00","USA","US","Falmouth, KY","","","","male",1993,"medicine","",2,"""for their discoveries of split genes""","Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA","USA"
"472",450,"Alfred G.","Gilman","1941-07-01","0000-00-00","USA","US","New Haven, CT","","","","male",1994,"medicine","",2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""","University of Texas Southwestern Medical Center at Dallas","Dallas, TX","USA"
"473",451,"Martin","Rodbell","1925-12-01","1998-12-07","USA","US","Baltimore, MD","USA","US","Chapel Hill, NC","male",1994,"medicine","",2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""","National Institute of Environmental Health Sciences","Research Triangle Park, NC","USA"
"474",452,"Edward B.","Lewis","1918-05-20","2004-07-21","USA","US","Wilkes-Barre, PA","USA","US","Pasadena, CA","male",1995,"medicine","",3,"""for their discoveries concerning the genetic control of early embryonic development""","California Institute of Technology (Caltech)","Pasadena, CA","USA"
"475",453,"Christiane","Nüsslein-Volhard","1942-10-20","0000-00-00","Germany","DE","Magdeburg","","","","female",1995,"medicine","",3,"""for their discoveries concerning the genetic control of early embryonic development""","Max-Planck-Institut für Entwicklungsbiologie","Tübingen","Federal Republic of Germany"
"476",454,"Eric F.","Wieschaus","1947-06-08","0000-00-00","USA","US","South Bend, IN","","","","male",1995,"medicine","",3,"""for their discoveries concerning the genetic control of early embryonic development""","Princeton University","Princeton, NJ","USA"
"477",455,"Peter C.","Doherty","1940-10-15","0000-00-00","Australia","AU","Brisbane","","","","male",1996,"medicine","",2,"""for their discoveries concerning the specificity of the cell mediated immune defence""","St. Jude Children's Research Hospital","Memphis, TN","USA"
"478",456,"Rolf M.","Zinkernagel","1944-01-06","0000-00-00","Switzerland","CH","Basel","","","","male",1996,"medicine","",2,"""for their discoveries concerning the specificity of the cell mediated immune defence""","University of Zurich, Institute of Experimental Immunology","Zurich","Switzerland"
"479",457,"Stanley B.","Prusiner","1942-05-28","0000-00-00","USA","US","Des Moines, IA","","","","male",1997,"medicine","",1,"""for his discovery of Prions - a new biological principle of infection""","University of California School of Medicine","San Francisco, CA","USA"
"480",458,"Robert F.","Furchgott","1916-06-04","2009-05-19","USA","US","Charleston, SC","USA","US","Seattle, WA","male",1998,"medicine","",3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""","SUNY Health Science Center","Brooklyn, NY","USA"
"481",459,"Louis J.","Ignarro","1941-05-31","0000-00-00","USA","US","Brooklyn, NY","","","","male",1998,"medicine","",3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""","University of California School of Medicine","Los Angeles, CA","USA"
"482",460,"Ferid","Murad","1936-09-14","0000-00-00","USA","US","Whiting, IN","","","","male",1998,"medicine","",3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""","University of Texas Medical School at Houston","Houston, TX","USA"
"483",461,"Günter","Blobel","1936-05-21","0000-00-00","Germany (now Poland)","PL","Waltersdorf (now Niegoslawice)","","","","male",1999,"medicine","",1,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""","Rockefeller University","New York, NY","USA"
"484",461,"Günter","Blobel","1936-05-21","0000-00-00","Germany (now Poland)","PL","Waltersdorf (now Niegoslawice)","","","","male",1999,"medicine","",1,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""","Howard Hughes Medical Institute","",""
"732",722,"Arvid","Carlsson","1923-01-25","0000-00-00","Sweden","SE","Uppsala","","","","male",2000,"medicine","",3,"""for their discoveries concerning signal transduction in the nervous system""","Göteborg University","Gothenburg","Sweden"
"733",723,"Paul","Greengard","1925-12-11","0000-00-00","USA","US","New York, NY","","","","male",2000,"medicine","",3,"""for their discoveries concerning signal transduction in the nervous system""","Rockefeller University","New York, NY","USA"
"734",724,"Eric R.","Kandel","1929-11-07","0000-00-00","Austria","AT","Vienna","","","","male",2000,"medicine","",3,"""for their discoveries concerning signal transduction in the nervous system""","Columbia University","New York, NY","USA"
"745",735,"Leland H.","Hartwell","1939-10-30","0000-00-00","USA","US","Los Angeles, CA","","","","male",2001,"medicine","",3,"""for their discoveries of key regulators of the cell cycle""","Fred Hutchinson Cancer Research Center","Seattle, WA","USA"
"746",736,"Tim","Hunt","1943-02-19","0000-00-00","United Kingdom","UK","Neston","","","","male",2001,"medicine","",3,"""for their discoveries of key regulators of the cell cycle""","Imperial Cancer Research Fund","London","United Kingdom"
"747",737,"Sir Paul M.","Nurse","1949-01-25","0000-00-00","United Kingdom","UK","Norwich","","","","male",2001,"medicine","",3,"""for their discoveries of key regulators of the cell cycle""","Imperial Cancer Research Fund","London","United Kingdom"
"760",750,"Sydney","Brenner","1927-01-13","0000-00-00","South Africa","ZA","Germiston","","","","male",2002,"medicine","",3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""","The Molecular Sciences Institute","Berkeley, CA","USA"
"761",751,"H. Robert","Horvitz","1947-05-08","0000-00-00","USA","US","Chicago, IL","","","","male",2002,"medicine","",3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA"
"762",752,"John E.","Sulston","1942-03-27","0000-00-00","United Kingdom","UK","Cambridge","","","","male",2002,"medicine","",3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""","The Wellcome Trust Sanger Institute","Cambridge","United Kingdom"
"775",764,"Paul C.","Lauterbur","1929-05-06","2007-03-27","USA","US","Sidney, OH","USA","US","Urbana, IL","male",2003,"medicine","",2,"""for their discoveries concerning magnetic resonance imaging""","University of Illinois","Urbana, IL","USA"
"776",765,"Sir Peter","Mansfield","1933-10-09","0000-00-00","United Kingdom","UK","London","","","","male",2003,"medicine","",2,"""for their discoveries concerning magnetic resonance imaging""","University of Nottingham, School of Physics and Astronomy","Nottingham","United Kingdom"
"786",774,"Richard","Axel","1946-07-02","0000-00-00","USA","US","New York, NY","","","","male",2004,"medicine","",2,"""for their discoveries of odorant receptors and the organization of the olfactory system""","Columbia University","New York, NY","USA"
"787",775,"Linda B.","Buck","1947-01-29","0000-00-00","USA","US","Seattle, WA","","","","female",2004,"medicine","",2,"""for their discoveries of odorant receptors and the organization of the olfactory system""","Fred Hutchinson Cancer Research Center","Seattle, WA","USA"
"800",789,"Barry J.","Marshall","1951-09-30","0000-00-00","Australia","AU","Kalgoorlie","","","","male",2005,"medicine","",2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""","NHMRC <i>Helicobacter pylori</i> Research Laboratory, QEII Medical Centre","Nedlands","Australia"
"801",789,"Barry J.","Marshall","1951-09-30","0000-00-00","Australia","AU","Kalgoorlie","","","","male",2005,"medicine","",2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""","University of Western Australia","Perth","Australia"
"802",790,"J. Robin","Warren","1937-06-11","0000-00-00","Australia","AU","Adelaide","","","","male",2005,"medicine","",2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""","","Perth","Australia"
"816",802,"Andrew Z.","Fire","1959-04-27","0000-00-00","USA","US","Stanford, CA","","","","male",2006,"medicine","",2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""","Stanford University School of Medicine","Stanford, CA","USA"
"817",803,"Craig C.","Mello","1960-10-19","0000-00-00","USA","US","New Haven, CT","","","","male",2006,"medicine","",2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""","University of Massachusetts Medical School","Worcester, MA","USA"
"825",811,"Mario R.","Capecchi","1937-10-06","0000-00-00","Italy","IT","Verona","","","","male",2007,"medicine","",3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""","University of Utah","Salt Lake City, UT","USA"
"826",811,"Mario R.","Capecchi","1937-10-06","0000-00-00","Italy","IT","Verona","","","","male",2007,"medicine","",3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""","Howard Hughes Medical Institute","",""
"827",812,"Sir Martin J.","Evans","1941-01-01","0000-00-00","United Kingdom","UK","Stroud","","","","male",2007,"medicine","",3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""","Cardiff University","Cardiff","United Kingdom"
"828",813,"Oliver","Smithies","1925-06-23","0000-00-00","United Kingdom","UK","Halifax","","","","male",2007,"medicine","",3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""","University of North Carolina at Chapel Hill","Chapel Hill, NC","USA"
"839",823,"Harald","zur Hausen","1936-03-11","0000-00-00","Germany","DE","Gelsenkirchen","","","","male",2008,"medicine","",2,"""for his discovery of human papilloma viruses causing cervical cancer""","German Cancer Research Centre","Heidelberg","Germany"
"840",824,"Françoise","Barré-Sinoussi","1947-07-30","0000-00-00","France","FR","Paris","","","","female",2008,"medicine","",4,"""for their discovery of human immunodeficiency virus""","Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur","Paris","France"
"841",825,"Luc","Montagnier","1932-08-18","0000-00-00","France","FR","Chabris","","","","male",2008,"medicine","",4,"""for their discovery of human immunodeficiency virus""","World Foundation for AIDS Research and Prevention","Paris","France"
"854",835,"Elizabeth H.","Blackburn","1948-11-26","0000-00-00","Australia","AU","Hobart, Tasmania","","","","female",2009,"medicine","",3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""","University of California","San Francisco, CA","USA"
"855",836,"Carol W.","Greider","1961-04-15","0000-00-00","USA","US","San Diego, CA","","","","female",2009,"medicine","",3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""","Johns Hopkins University School of Medicine","Baltimore, MD","USA"
"856",837,"Jack W.","Szostak","1952-11-09","0000-00-00","United Kingdom","UK","London","","","","male",2009,"medicine","",3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""","Harvard Medical School","Boston, MA","USA"
"857",837,"Jack W.","Szostak","1952-11-09","0000-00-00","United Kingdom","UK","London","","","","male",2009,"medicine","",3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""","Massachusetts General Hospital","Boston, MA","USA"
"858",837,"Jack W.","Szostak","1952-11-09","0000-00-00","United Kingdom","UK","London","","","","male",2009,"medicine","",3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""","Howard Hughes Medical Institute","",""
"872",848,"Robert G.","Edwards","1925-09-27","2013-04-10","United Kingdom","UK","Batley","United Kingdom","UK","Cambridge","male",2010,"medicine","",1,"""for the development of in vitro fertilization""","University of Cambridge","Cambridge","United Kingdom"
"884",861,"Bruce A.","Beutler","0000-00-00","0000-00-00","USA","US","Chicago, IL","","","","male",2011,"medicine","",4,"""for their discoveries concerning the activation of innate immunity""","University of Texas Southwestern Medical Center at Dallas","Dallas, TX","USA"
"885",861,"Bruce A.","Beutler","0000-00-00","0000-00-00","USA","US","Chicago, IL","","","","male",2011,"medicine","",4,"""for their discoveries concerning the activation of innate immunity""","The Scripps Research Institute","La Jolla, CA","USA"
"886",862,"Jules A.","Hoffmann","0000-00-00","0000-00-00","Luxembourg","LU","Echternach","","","","male",2011,"medicine","",4,"""for their discoveries concerning the activation of innate immunity""","University of Strasbourg","Strasbourg","France"
"887",863,"Ralph M.","Steinman","0000-00-00","2011-09-30","Canada","CA","Montreal","","","","male",2011,"medicine","",2,"""for his discovery of the dendritic cell and its role in adaptive immunity""","Rockefeller University","New York, NY","USA"
"900",874,"Sir John B.","Gurdon","0000-00-00","0000-00-00","United Kingdom","UK","Dippenhall","","","","male",2012,"medicine","",2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""","Gurdon Institute","Cambridge","United Kingdom"
"901",875,"Shinya","Yamanaka","0000-00-00","0000-00-00","Japan","JP","Osaka","","","","male",2012,"medicine","",2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""","Kyoto University","Kyoto","Japan"
"902",875,"Shinya","Yamanaka","0000-00-00","0000-00-00","Japan","JP","Osaka","","","","male",2012,"medicine","",2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""","Gladstone Institutes","San Francisco, CA","USA"
"915",884,"James E.","Rothman","1950-11-03","0000-00-00","USA","US","Haverhill, MA","","","","male",2013,"medicine","",3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""","Yale University","New Haven, CT","USA"
"916",885,"Randy W.","Schekman","1948-12-30","0000-00-00","USA","US","St. Paul, MN","","","","male",2013,"medicine","",3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""","University of California","Berkeley, CA","USA"
"917",885,"Randy W.","Schekman","1948-12-30","0000-00-00","USA","US","St. Paul, MN","","","","male",2013,"medicine","",3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""","Howard Hughes Medical Institute","",""
"918",886,"Thomas C.","Südhof","1955-12-22","0000-00-00","Germany","DE","Goettingen","","","","male",2013,"medicine","",3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""","Stanford University","Stanford, CA","USA"
"919",886,"Thomas C.","Südhof","1955-12-22","0000-00-00","Germany","DE","Goettingen","","","","male",2013,"medicine","",3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""","Howard Hughes Medical Institute","",""
